Date,EnquiryType,Postcode sector,Ward Lookup or Given,What assistance do you require?,How urgent is your need?,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS26 0,Rothwell,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,,,,,,,,,
14/05/2020 00:00,Assistance required,WF3 3,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,,,,,,,,,
14/05/2020 00:00,Assistance required,LS6 1,Headingley & Hyde Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,Ardsley & Robin Hood,"Help with food and essential shopping|Befriending and reassurance (by phone)|Food parcel|Sanitary products, incontinence products or condoms",Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS25 7,Kippax & Methley,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,WF3 3,Ardsley & Robin Hood,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 7,Beeston & Holbeck,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS28 7,Pudsey,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS19 7,Otley & Yeadon,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 1,Armley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Pick up a prescription,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS28 7,Pudsey,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 0,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS8 1,Roundhay,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 0,Temple Newsam,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 5,Hunslet & Riverside,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,,,,,,,,,
14/05/2020 00:00,Assistance required,LS8 3,Gipton & Harehills,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
14/05/2020 00:00,Assistance required,LS25 1,Garforth & Swillington,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
14/05/2020 00:00,Assistance required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS12 1,Armley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Food parcel|Fuel top up (pre-payment meter only|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,,,,,,,,,,,
14/05/2020 00:00,Assistance required,LS9 9,Burmantofts & Richmond Hill,Help with food and essential shopping|Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Help with food and essential shopping|Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS9 8,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Assistance required,LS7 2,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
14/05/2020 00:00,Declined Help,LS10 4,Middleton Park,,,,,,,,,
14/05/2020 00:00,Declined Help,LS12 4,Farnley & Wortley,,,,,,,,,
14/05/2020 00:00,Declined Help,LS22 7,Wetherby,,,,,,,,,
14/05/2020 00:00,Declined Help,LS6 1,Headingley & Hyde Park,,,,,,,,,
14/05/2020 00:00,Declined Help,LS17 8,Alwoodley,,,,,,,,,
14/05/2020 00:00,Declined Help,LS21 1,Otley & Yeadon,,,,,,,,,
14/05/2020 00:00,Declined Help,LS25 7,Kippax & Methley,,,,,,,,,
14/05/2020 00:00,Declined Help,LS18 5,Horsforth,,,,,,,,,
14/05/2020 00:00,Declined Help,LS11 7,Beeston & Holbeck,,,,,,,,,
14/05/2020 00:00,Declined Help,WF3 1,Ardsley & Robin Hood,,,,,,,,,
14/05/2020 00:00,Declined Help,LS23 6,Wetherby,,,,,,,,,
14/05/2020 00:00,Declined Help,LS17 7,Alwoodley,,,,,,,,,
14/05/2020 00:00,Declined Help,LS28 5,Calverley & Farsley,,,,,,,,,
14/05/2020 00:00,Declined Help,LS10 4,Middleton Park,,,,,,,,,
14/05/2020 00:00,Declined Help,LS8 4,Roundhay,,,,,,,,,
14/05/2020 00:00,Declined Help,LS15 8,Cross Gates & Whinmoor,,,,,,,,,
14/05/2020 00:00,Declined Help,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
14/05/2020 00:00,Declined Help,,,,,,,,,,,
14/05/2020 00:00,Declined Help,LS28 9,Pudsey,,,,,,,,,
13/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS15 7,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS23 6,Wetherby,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS12 2,Armley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,,Killingbeck & Seacroft,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS11 7,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS8 5,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS7 4,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS12 3,Farnley & Wortley,Pick up a prescription,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,,,,,,,,,,,
13/05/2020 00:00,Assistance required,LS28 7,Pudsey,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS14 5,Cross Gates & Whinmoor,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 6,Gipton & Harehills,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS7 3,Chapel Allerton,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS26 9,Kippax & Methley,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,,,,,,,,,
13/05/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,,,,,,,,,
13/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,,,,,,,,,
13/05/2020 00:00,Assistance required,LS6 2,Little London & Woodhouse,,,,,,,,,
13/05/2020 00:00,Assistance required,LS14 1,Cross Gates & Whinmoor,Pick up a prescription,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS28 7,Calverley & Farsley,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS6 2,Headingley & Hyde Park,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS14 6,Killingbeck & Seacroft,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS1 4,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS15 0,Temple Newsam,,,,,,,,,
13/05/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Help with food and essential shopping|Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Gipton & Harehills,Food parcel|Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS1 4,Little London & Woodhouse,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,,Gipton & Harehills,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
13/05/2020 00:00,Assistance required,,Gipton & Harehills,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only|Baby products,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS17 7,Alwoodley,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS8 4,Gipton & Harehills,Help with food and essential shopping,Green - Required in 7 days or more,,,,,,,
13/05/2020 00:00,Assistance required,LS11 7,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS10 2,Hunslet & Riverside,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS14 1,Killingbeck & Seacroft,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS10 4,Middleton Park,Food parcel,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Help with food and essential shopping,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS2 3,Little London & Woodhouse,Pick up a prescription,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 6,Burmantofts & Richmond Hill,Food parcel|Baby products,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS25 1,Garforth & Swillington,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS11 6,Hunslet & Riverside,Befriending and reassurance (by phone),Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS12 5,Farnley & Wortley,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS11 8,Beeston & Holbeck,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS13 2,Bramley & Stanningley,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS10 3,Middleton Park,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS12 4,Farnley & Wortley,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS5 3,Armley,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Burmantofts & Richmond Hill,Fuel top up (pre-payment meter only,Amber - Required in 2-6 days,,,,,,,
13/05/2020 00:00,Assistance required,LS9 0,Burmantofts & Richmond Hill,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS7 1,Little London & Woodhouse,Help with food and essential shopping,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS27 0,Morley South,Food parcel,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS9 7,Gipton & Harehills,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS11 7,Beeston & Holbeck,Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
13/05/2020 00:00,Assistance required,LS12 2,Armley,Food parcel|Fuel top up (pre-payment meter only,Red - Required within 24 hours,,,,,,,
